kode,uraian,satuan,tenaga,bahan,alat
3.11,PEKERJAAN PINTU DAN JENDELA,ls,-,-,-
3.11.1.1,Pemasangan 1 m2 rolling door besi,ls,Pekerja 0.1333;Tukang besi 0.0667;Kepala tukang 0.0067;Mandor 0.0022;Pekerja 0.1;Tukang alumunium 0.05;Kepala tukang 0.005;Mandor 0.0017;Pekerja 0.08;Tukang alumunium 0.04;Kepala tukang 0.004;Mandor 0.001;Pekerja 0.085;Tukang alumunium 0.085;Kepala tukang 0.009;Mandor 0.003;Pekerja 0.085;Tukang alumunium 0.085;Kepala tukang 0.009;Mandor 0.003;Pekerja 0.085;Tukang alumunium 0.085;Kepala tukang 0.009;Mandor 0.003;Pekerja 0.5952;Tukang kayu 0.2976;Kepala tukang 0.0298;Mandor 0.0099;Pekerja 0.35;Tukang kayu 1.05;Kepala tukang 0.105;Mandor 0.035;Pekerja 0.5952;Tukang kayu 0.2976;Kepala tukang 0.0298;Mandor 0.0099;Pekerja 1;Tukang kayu 3;Kepala tukang 0.3;Mandor 0.1;Pekerja 1;Tukang kayu 3;Kepala tukang 0.3;Mandor 0.1;Pekerja 0.7;Tukang kayu 2.1;Kepala tukang 0.21;Mandor 0.07;Pekerja 0.8;Tukang kayu 2.4;Kepala tukang 0.24;Mandor 0.04;Pekerja 4;Tukang kayu 2;Kepala tukang 0.2;Mandor 0.0667;Pekerja 1.05;Tukang besi 1.05;Kepala tukang 0.105;Mandor 0.035;Pekerja 1.575;Tukang besi 1.575;Kepala tukang 0.1575;Mandor 0.0525;Pekerja 1;Tukang besi 3;Kepala tukang 0.3;Mandor 0.1;Pekerja 0.1667;Tukang besi 0.1667;Kepala tukang 0.017;Mandor 0.006;Pekerja 0.1667;Tukang besi 0.1667;Kepala tukang 0.017;Mandor 0.006;Pekerja 0.2;Tukang besi 0.2;Kepala tukang 0.02;Mandor 0.007;Pekerja 0.2;Tukang besi 0.2;Kepala tukang 0.02;Mandor 0.007;Pekerja 0.167;Tukang besi 0.167;Kepala tukang 0.17;Mandor 0.006;Pekerja 0.083;Tukang besi 0.083;Kepala tukang 0.008;Mandor 0.003;Pekerja 0.043;Tukang alumunium 0.043;Kepala tukang 0.004;Mandor 0.001;Pekerja 0.2857;Tukang kayu 0.1429;Kepala tukang 0.0143;Mandor 0.0048;Pekerja 0.2857;Tukang kayu 0.1429;Kepala tukang 0.0143;Mandor 0.0048;Pekerja 0.2857;Tukang kayu 0.1429;Kepala tukang 0.0143;Mandor 0.0048;Pekerja 0.2857;Tukang kayu 0.1429;Kepala tukang 0.0143;Mandor 0.0048;Pekerja 0.67;Tukang kayu 2;Kepala tukang 0.2;Mandor 0.0667;Pekerja 0.056;Tukang besi 0.056;Kepala tukang 0.006;Mandor 0.002;Pekerja 0.056;Tukang besi 0.056;Kepala tukang 0.006;Mandor 0.002;Pekerja 0.06;Tukang kayu 0.6;Kepala tukang 0.06;Mandor 0.02;Pekerja 0.01;Tukang kayu 0.5;Kepala tukang 0.05;Mandor 0.017;Pekerja 0.005;Tukang kayu 0.5;Kepala tukang 0.05;Mandor 0.017;Pekerja 0.005;Tukang kayu 0.5;Kepala tukang 0.05;Mandor 0.017;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.2;Tukang kayu 0.4;Kepala tukang 0.04;Mandor 0.0133;Pekerja 0.05;Tukang kayu 0.5;Kepala tukang 0.05;Mandor 0.017;Pekerja 0.05;Tukang kayu 0.5;Kepala tukang 0.05;Mandor 0.017;Pekerja 0.01;Tukang kayu 0.1;Kepala tukang 0.01;Mandor 0.003;Pekerja 0.06;Tukang kayu 0.6;Kepala tukang 0.06;Mandor 0.02;Pekerja 0.35;Tukang kayu 0.35;Kepala tukang 0.035;Mandor 0.0117;Pekerja 0.1111;Tukang kayu 0.1111;Kepala tukang 0.0111;Mandor 0.0037;Pekerja 0.2222;Tukang kayu 0.2222;Kepala tukang 0.0222;Mandor 0.0074;Pekerja 0.1587;Tukang kayu 0.1587;Kepala tukang 0.0159;Mandor 0.0053;Pekerja 0.02;Tukang kayu 0.2;Kepala tukang 0.02;Mandor 0.0067;Pekerja 0.01;Tukang kayu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.1;Tukang kayu 0.2;Kepala tukang 0.02;Mandor 0.0067;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.025;Tukang kayu 0.25;Kepala tukang 0.025;Mandor 0.0013;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.0225;Tukang kayu 0.225;Kepala tukang 0.0225;Mandor 0.0075;Pekerja 0.036;Tukang kayu 0.036;Kepala tukang 0.004;Mandor 0.001,"Rolling door besi 1;Rolling door aluminium 1;Pintu lipat PVC 1;Profil Aluminium 4.4;Aluminium Strip 14.6;Rangka Aluminium 4.4;Profil Kaca tebal 6 mm 1.1;Sealant 0.27;Rangka Aluminium 4.4;Profil kaca tebal 6 mm 1.1;Sealant 0.27;Kayu papan kelas II 0.04;Paku 2 inch 0.05;Kayu papan kelas III 0.04;Paku 5 dan 7 cm 0.05;Kayu papan kelas II 0.024;Lem Kayu 0.3;Kayu papan kelas II 0.064;Lem Kayu 0.5;Kayu papan kelas II 0.04;Lem Kayu 0.5;Kayu papan kelas II 0.025;Paku 1 inch 0.03;Lem Kayu 0.5;Plywood 4 mm 1;Kayu papan kelas II 0.0256;Paku 1 inch 0.03;Lem Kayu 0.5;Plywood 4 mm 1;Pintu panel kayu lapis timbal uk. 1x2 m 1;Besi siku 30x30x3 mm 15;Besi plat baja tebal 2 mm 32;Kawat Las 0.05;Pintu tahan api 1;Blockboard tebal 18 mm 1;Lem kayu 0.5;Veeneer tebal 2 mm 2;Pintu uPVC lebar 80 cm 1;Pintu uPVC lebar 70 cm 1;Jendela Nako Rangka Aluminium (rangka+kaca 5 mm) 1.1;Paku Sekrup 1-2 cm 10;Jendela Nako Rangka Aluminium (rangka+kaca 5 mm) 1.1;Paku Sekrup 1-2 cm 10;Besi strip (0,2x2) cm 7;Jendela Kaca Upvc 2 daun 1.1;Jendela Kaca Upvc 2 daun 1;Profil aluminium 1.1;Skrup fixer 2;Sealant 0.06;Kayu balok 6/12 kelas I 0.0086;Paku 12 cm 0.1276;Lem Kayu 1;Kayu balok 6/15 kelas I 0.0108;Paku 12 cm 0.1276;Lem Kayu 1;Kayu balok 6/12 kelas II 0.0086;Paku 12 cm 0.1276;Lem Kayu 1;Kayu balok 6/15 kelas II 0.0108;Paku 12 cm 0.1276;Lem Kayu 1;Kayu papan kelas II 0.06;Paku 1 inch 0.15;Jalusi uPVC 1;Kusen Bovenlight Upvc 1;Kunci tanam antik 1;Kunci tanam biasa 1;Kunci tanam kamar mandi 1;Kunci silinder 1;Engsel pintu (kw 1) 1;Floor hinge 1;Door closer 1;Door holder 1;Door stop 1;Rel pintu dorong 1;Venetions Blinds dan Vertical Blinds 1;Teralis Besi Strip lengkap dengan accessories 1;Kawat Nyamuk 1.1;Kawat las 0.038;Besi siku 20x20 tebal 2 mm 4.667;Kawat Nyamuk 1.1;Paku 3 cm 0.005;List kayu profil kelas II 4.667;Grendel 1;Engsel kupu-kupu 1;Engsel angin 1;Spring knip 1;Kait angin 1;Kunci lemari 1;Grendel 1;Grendel tanam 1;Hendle Jendela 1","Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 pintu aluminium strip lebar 8 cm 1457500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m2 pintu klamp standar, kayu kelas II 737800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan 1 m2 pintu dan jendela jalusi, kayu kelas I atau II 1662800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan 1 m2 daun pintu panel, kayu kelas I atau II 1293200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan 1 m2 daun pintu plywood rangkap, rangka kayu kelas II tertutup (lebar s.d. 90 cm) 944700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan 1 m2 daun pintu plywood rangkap, rangka expose kayu kelas I atau II 1012000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 buah pintu panel kayu lapis timbal di tengah (khusus RS/Laboratorium/R.Radiologi) 11812100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m2 pintu besi pelat baja tebal 2 mm rangkap, rangka baja siku 1407800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah pintu besi tahan api 9266300;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 pintu engineering wood 1458900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Pintu uPVC lebar 80 cm lengkap dengan aksesoris 1196900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Pintu uPVC lebar 70 cm lengkap dengan aksesoris 852500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah jendela kaca Upvc 2 daun ukuran 1,15 x 1,30 m 2499000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Jendela Kaca Upvc 1 daun ukuran 0,79 x 1,30 m 2224500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m' kusen aluminium 175500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m’ kusen pintu dan kusen jendela, kayu kelas I uk. 6x12 cm 312700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m’ kusen pintu dan kusen jendela, kayu kelas I uk. 6x15 cm 373200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m’ kusen pintu dan kusen jendela, kayu kelas II atau III uk. 6x12 cm 189300;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m’ kusen pintu dan kusen jendela, kayu kelas II atau III uk. 6x15 cm 218200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan dan pemasangan 1 m2 jalusi kusen, kayu kelas I atau II 1372300;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Jalusi Upvc 71100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Kusen Bovenlight uPVC 313600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kunci tanam antik 276900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kunci tanam biasa 166500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kunci tanam kamar mandi 145200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kunci tanam silinder 170600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah engsel pintu 64200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Door Closer 282800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Door Holder 187700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Door Stop 83900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Rel Pintu Dorong 385600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Venetions Blinds dan Vertical Blinds 257600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah engsel jendela kupu-kupu 65500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah engsel angin 78300;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kait angin 42700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kunci lemari 63200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah grendel 46000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah grendel tanam 209300;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Handle Jendela 75000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1"
3.12,PEKERJAAN KACA,ls,-,-,-
3.12.1,Pemasangan 1 m2 sunscreen alumunium,ls,Pekerja 0.08;Tukang alumunium 0.8;Kepala tukang 0.08;Mandor 0.0267;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.016;Tukang kayu 0.16;Kepala tukang 0.016;Mandor 0.0053;Pekerja 0.017;Tukang kayu 0.17;Kepala tukang 0.017;Mandor 0.0057;Pekerja 0.025;Tukang kayu 0.25;Kepala tukang 0.025;Mandor 0.0083;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.017;Tukang kayu 0.17;Kepala tukang 0.017;Mandor 0.0057;Pekerja 0.015;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.075;Tukang kayu 0.15;Kepala tukang 0.015;Mandor 0.005;Pekerja 0.25;Tukang kayu 0.125;Kepala tukang 0.013;Mandor 0.004;Pekerja 0.25;Tukang kayu 0.125;Tukang alumunium 0.1;Kepala tukang 0.013;Mandor 0.004;Pekerja 0.2;Tukang alumunium 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.25;Tukang kayu 0.125;Tukang alumunium 0.1;Kepala tukang 0.013;Mandor 0.004,Sunscreen aluminium 1;Kaca polos 3 mm 1.1;Sealant 0.05;Kaca polos 5 mm 1.1;Sealant 0.05;Kaca polos 6 mm 1.1;Sealant 0.05;Kaca polos 8 mm 1.1;Sealant 0.07;Kaca buram 12mm 1.1;Sealant 0.07;Kaca cermin 5 mm 1.1;Kaca cermin 8 mm 1.1;Kaca wireglass 5 mm 1.1;Kaca patri 5 mm 1.1;Sealant 0.05;Kaca laminated 8 mm 2.1;Sealant 0.143;Kaca laminated 8 mm 2.1;Sealant 0.143;Frame aluminium 4;Kaca tempered 12 mm 1.1;Sealant 0.143;Kaca laminated 12 mm 1.1;Sealant 0.143;Frame aluminium 4,Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca polos tebal 3 mm 176500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca polos tebal 5 mm 270900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca polos tebal 6 mm 320100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca polos tebal 8 mm 310000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca cermin tebal 5 mm 268900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca cermin tebal 8 mm 996700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca wireglass tebal 5 mm 204700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca patri tebal 5 mm 1872700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca laminated tebal 16 mm (8 mm double) 1673000;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca laminated tebal 16 mm (8 mm double) dengan aluminium frame 1857600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca tempered tebal 12 mm 771800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kaca laminated tebal 12 mm dengan aluminium frame 1329600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1
3.13,PEKERJAAN BESI DAN ALUMINIUM,ls,-,-,-
3.13.1,Pemasangan 1 m’ Shalimar Aluminium,ls,Pekerja 0.043;Tukang alumunium 0.043;Kepala tukang 0.0043;Mandor 0.0014;Pekerja 0.043;Tukang alumunium 0.043;Kepala tukang 0.0043;Mandor 0.0014;Pekerja 0.0164;Tukang besi 0.0164;Mandor 0.0016;Pekerja 0.4551;Tukang las 0.2275;Kepala tukang 0.0228;Mandor 0.0076;Pekerja 0.2;Tukang las 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 1;Tukang alumunium 0.5;Kepala tukang 0.05;Mandor 0.0167,"Profil slimar aluminium 1.1;Skrup fixer 2;Jalusi aluminium 1.1;Sealant 0.05;Kawat las 0.24;Pipa besi hitam 3 inch 4.8;Pipa besi hitam 1 inch 9.9;Cat zyncromate 0.1;Kawat las 0.05;Pipa besi hitam 3 inch 3;Pipa besi hitam 2 inch 2;Pipa besi hitam 1,5 inch 2;Cat zyncromate 0.1;Kawat las 0.05;Tangga service 1;Dynabolt M12 16",Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 profil jalusi aluminium 740500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1
3.14,PEKERJAAN KAYU,ls,-,-,-
3.14.1,"Pembuatan 1 m2 Plywood Rangkap, Rangka Expose Kayu Kelas I",ls,Pekerja 0.5952;Tukang kayu 0.2976;Kepala tukang 0.0298;Mandor 0.0099;Pekerja 0.5952;Tukang kayu 0.2976;Kepala tukang 0.0298;Mandor 0.0099,Kayu papan kelas I 0.025;Paku 1 inch 0.03;Lem kayu 0.3;Plywood 4 mm 1;Kayu papan kelas II 0.025;Paku 1 inch 0.03;Lem kayu 0.8;Plywood 4 mm 1;Formika 0.5,"Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pembuatan 1 m2 Plywood Lapis Formika, Rangka Expose Kayu Kelas Ii 696700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1"
3.15,PEKEJAAN MONUMEN DAN ORNAMEN,ls,-,-,-
3.15.1,Pemasangan 1 buah jendela ornamen GRC,ls,Pekerja 0.333,Kepala tukang 0.0167;Mandor 0.0056;Jendela Ornamen GRC 1;Paku Fishes 8,Biaya Umum dan Keuntungan 10% - 15% x D 0.1
3.16,PEKERJAAN SIGNAGE,ls,-,-,-
3.16.1,Pemasangan Logo PU,ls,-,-,-
3.16.1.1,Pemasangan 1 buah Logo PU plat besi finish cat uk. 80x80 cm dengan scaffolding,ls,Pekerja 2;Tukang besi 1;Kepala tukang 0.1;Mandor 0.033;Pekerja 2;Tukang besi 1;Kepala tukang 0.1;Mandor 0.033;Pekerja 0.4;Tukang las 0.2;Kepala tukang 0.02;Mandor 0.0067;Pekerja 0.1;Tukang las 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.036;Tukang besi 0.036;Kepala tukang 0.0036;Mandor 0.0012;Pekerja 0.09;Tukang besi 0.018;Kepala tukang 0.0018;Mandor 0.0006;Pekerja 0.04;Tukang cat 0.08;Kepala tukang 0.004;Mandor 0.0013;Pekerja 0.05;Tukang besi 0.05;Kepala tukang 0.005;Mandor 0.002;Pekerja 0.05;Tukang besi 0.05;Kepala tukang 0.005;Mandor 0.002,Logo PU Plat Baja 80x80 cm 1;Dinabolt dia. 12mm (10-15 cm) 6;Logo PU Plat Baja 80x80 cm 43.71;Dinabolt dia. 12mm (10-15 cm) 6;Signage Plat Baja lengkap dengan accessories 1;Signage Plat Baja lengkap dengan accessories 1;Akrilik 4 mm 0.09;Pen akrilik 4;Cutting sticker 1;Cutting sticker 1;Cat Thermoplast 3.29;Glass Beads 0.459;Logo PU Akrilik 40x40 cm 1;Paku Beton 5 cm 4;Nomor Rumah Akrilik 15x30 cm 1;Paku beton 5 cm 4,Sewa Scaffolding 1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Sewa Gondola 1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan Signage dengan Acrylic 169100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 signage dengan cutting 123200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 Marka dengan Cat Thermoplast 138200;Compressor 0.0549;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Biaya Umum dan Keuntungan 10% - 15% x D 0.1
3.18,PEKERJAAN SANITAIR,ls,-,-,-
3.18.1,WESTAFEL,ls,-,-,-
3.18.1.1,Pemasangan 1 buah wastafel,ls,Pekerja 1;Tukang batu 0.5;Kepala tukang 0.05;Mandor 0.0167;Pekerja 0.03;Tukang batu 0.3;Kepala tukang 0.03;Mandor 0.01;Pekerja 0.05;Tukang batu 0.5;Kepala tukang 0.05;Mandor 0.0167;Pekerja 0.5;Tukang batu 1.2;Kepala tukang 0.12;Mandor 0.04;Pekerja 0.5;Tukang batu 0.5;Kepala tukang 0.05;Mandor 0.0167;Pekerja 0.1;Tukang batu 0.05;Kepala tukang 0.005;Mandor 0.0017;Pekerja 1;Tukang batu 1;Kepala tukang 0.1;Mandor 0.0333;Pekerja 0.5;Tukang batu 1;Kepala tukang 0.1;Mandor 0.0333;Pekerja 3;Tukang batu 4.5;Kepala tukang 0.45;Mandor 0.15;Pekerja 6;Tukang batu 3;Kepala tukang 0.3;Mandor 0.1;Pekerja 0.2857;Tukang batu 0.1429;Kepala tukang 0.05;Mandor 0.9;Pekerja 0.286;Tukang batu 0.143;Kepala tukang 0.05;Mandor 0.9;Pekerja 3.5;Tukang batu 4.5;Kepala tukang 0.45;Mandor 0.15;Pekerja 0.075;Tukang batu 0.75;Kepala tukang 0.075;Mandor 0.025;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.4;Kepala tukang 0.04;Mandor 0.0133;Pekerja 0.01;Tukang batu 0.4;Kepala tukang 0.04;Mandor 0.0133;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.1;Kepala tukang 0.01;Mandor 0.0033;Pekerja 0.01;Tukang batu 0.4;Kepala tukang 0.04;Mandor 0.0133,"Wastafel 1.2;Semen portland (PC) 6;Pasir pasang (quarry - lokasi pekerjaan) 0.01;Bak cuci stainlesteel 1;Water drain 1;Bak cuci teraso 1;Water Drain 1;Semen Portland (PC) 20;Pasir Pasang 0.05;Kloset duduk/monoblok 1;Flexible hose 1;Kloset jongkok 1;Pasangan bata 1:3 0.036;Sekat kubikel 1.05;Pintu kubikel 0.794;Urinoir 1;Semen portland (PC) 6;Pasir pasang (quarry - lokasi pekerjaan) 0.01;Partisi urinoir 1;Sealtape 0.025;Bak teraso 1;Flexible hose 1;Bata merah 150;Semen portland (pc) 120;Pasir pasang (quarry - lokasi pekerjaan) 0.3;Porselen 11x11 cm 360;Bak fiberglass 70x70x66 cm 1;Pipa PVC AW Ø 3/4"" (m) 2;Stop kran PVC 3/4"" 1;Bak fiberglass 1 m3 1;Pipa PVC AW Ø 3/4"" (m) 2;Stop kran PVC 3/4"" 1;Beton 1:2:3 0.9;BjTP 180;Kayu papan kelas III (m2) 8;Porselen 20x20 cm 270;Pipa PVC AW Ø 3/4"" (m) 2;Stop kran PVC 3/4"" 1;Bathup 1;Flexible hose 1;Stop kran PVC 1/2"" 1;Floor drain stainles steel 1;Kran air 1;Sealtape 0.025;Jet washer 1;Sealtape 0.025;Robe hook 1;Towel bar 1;Grab bar 1;Soap holder 1;Tissue holder 1;Shower Set 1;Sealtape 0.025","Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Bak Cuci Piring Stainlessteel 666800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 Buah Bak Cuci Piring Teraso 1152200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah closet duduk/monoblock 2015600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah closet jongkok 428100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 m2 kubikel toilet 2279700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah urinoir 810100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah partisi urinoir 1011200;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bak mandi teraso vol. 0,3 m3 1722800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bak mandi pasangan bata vol. 0,3 m3 1992100;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bak fiberglass vol. 0,3 m3 648900;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bak fiberglass vol. 1 m3 727700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bak beton vol. 1 m3 7977500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah bathup 2962700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah floor drain stainless steel 68800;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah kran diameter ½"" atau 3/4"" 121500;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah jet washer 185600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah gantungan baju (robe hook) 96700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah towel bar 184700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah grab bar 151700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah soap holder 184700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah tissue holder 184700;Biaya Umum dan Keuntungan 10% - 15% x D 0.1;Pemasangan 1 buah Shower Set 75600;Biaya Umum dan Keuntungan 10% - 15% x D 0.1"
4.1,Pekerjaan Penanaman Taman,ls,-,-,-
4.1.1,HSD Pengadaan dan Pengangkutan Tanaman,ls,-,-,-
